日期,订单号,店铺,商品,商品详情,列1,价格,列2,列3,列4,列5,交易状态3,交易状态2,交易状态1,交易状态4,交易状态5,列11,列12,列13,列14,列15,列16,列17,列18,列19,列20,列21,列22,列23,列24,列25,列26,列27,列28,列29,列30,列31,列32,列33,列34,列35,列36,列37,列38,列39,列40,列41,列42,列43,列44,列45,列46,列47,列48,列49,列50,列51,列52,列53,列54
2018/3/7,订单号: 132344865070658774,杂粮先生旗舰店,【女王价】杂粮先生 水果坚果燕麦片1080g 即食冲饮谷物 营养早餐食品燕麦片 [交易快照],口味：果仁味,￥120.00,￥33.50,1,申请售后,运费险已失效,￥28.50,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/3/2,订单号: 130107695930658774,嘉士嘉旗舰店,老花镜女时尚超轻便携舒适防疲劳100/150/200度老人老光老花眼镜 [交易快照],颜色分类：酒红色100度【建议45-49岁】,￥199.00,￥39.90,1,申请售后,运费险已失效,￥19.90,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/3/2,订单号: 130162154465658774,玉品堂旗舰店,玉品堂老花镜男女高清树脂舒适老人老光折叠老花眼镜简约时尚超轻 [交易快照],颜色分类：S710粉红色女款100度,￥129.00,￥25.90,1,违规举报,退运保险,￥15.90,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/3/2,订单号: 129870673653658774,湖南叶洋图书专营店,赠便签本汤木青春励志书共3本 将来的你一定会感谢现在拼命的自己+你受的苦总有一天会照亮你未来的路+你的努力终将成就无 [交易快照],￥96.00,￥32.80,1,申请售后,￥32.80,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/3/1,订单号: 129654991499658774,豆壳数码专营店,vivoy67手机壳vivo y67手机套y67a保护套硅胶防摔全包软壳男女潮 [交易快照],颜色分类：肌肤-中国红送圆指环,￥38.00,￥9.80,1,申请售后,￥9.80,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/3/1,订单号: 129560433340658774,西岚眼镜旗舰店,西岚品牌防蓝光老花镜男女折叠便携式老花眼镜时尚超轻舒适老光镜 [交易快照],颜色分类：粉色女款 +100度 40-49岁,￥298.00,￥58.00,1,违规举报,￥38.00,(含运费：￥0.00),交易关闭,订单详情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/3/1,订单号: 129559677168658774,艾夫斯亨瑞专卖店,艾夫斯 老花镜男女防蓝光老化眼镜舒适便携时尚超轻老光镜6008 [交易快照],颜色分类：福贵红100度[50岁以下],￥238.00,￥98.00,1,查看退款,投诉商家,退运保险,￥48.00,(含运费：￥0.00),交易关闭,订单详情,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/3/1,订单号: 129563232388658774,意威曼旗舰店,新款布洛克男休闲皮鞋英伦男鞋一脚蹬懒人潮鞋复古潮流板鞋乐福鞋 [交易快照],颜色分类：S2201黑色尺码：42[标准皮鞋尺码],￥326.00,￥169.00,1,申请售后,运费险已失效,￥69.00,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/3/1,订单号: 129563232389658774,双冠特惠店,新百倫運動品有限公司授权宣妮斯男鞋女鞋NB574旗舰店官方正品999 [交易快照],颜色分类：深灰橘鞋码：42,￥688.00,￥158.00,1,投诉卖家,退运保险,￥98.00,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/3/1,订单号: 129502335091658774,骆康旗舰店,LOKNY/骆康2018新款男鞋春季运动潮鞋透气男士休闲鞋跑步鞋男款 [交易快照],颜色分类：1811黑色尺码：42,￥599.00,￥59.90,1,违规举报,退运保险,￥29.90,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/2/28,订单号: 129149367727658774,ive眼镜旗舰店,墨镜女士潮韩国明星款眼镜2017新款圆形个性太阳眼镜男士圆脸网红 [交易快照],颜色分类：蓝框蓝膜（镜袋布）,￥58.00,￥5.90,1,查看退款,投诉商家,￥5.90,(含运费：￥0.00),交易关闭,订单详情,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/2/28,订单号: 129216342081658774,玉品堂旗舰店,玉品堂老花镜男女高清树脂舒适老人老光折叠老花眼镜简约时尚超轻 [交易快照],颜色分类：S710粉红色女款100度,￥129.00,￥25.90,1,违规举报,退运保险,￥15.90,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/2/28,订单号: 129216034236658774,玉品堂旗舰店,玉品堂老花镜男女高清树脂舒适老人老光折叠老花眼镜简约时尚超轻 [交易快照],颜色分类：S710粉红色女款100度,￥129.00,￥25.90,1,违规举报,退运保险,￥25.90,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/2/28,订单号: 129146259954658774,嘉士嘉旗舰店,嘉士嘉老花镜女时尚超轻老光眼镜防疲劳花镜树脂优雅舒适老花眼镜 [交易快照],颜色分类：酒红色100度【建议45-49岁】,￥199.00,￥39.90,1,违规举报,退运保险,￥19.90,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/2/28,订单号: 129145867318658774,灵翌办公专营店,英雄签字笔中性笔7006纯黑色金属宝珠笔高档商务办公用水笔刻字 [交易快照],颜色分类：黑色金夹（笔袋装）,￥45.00,￥25.00,1,查看退款,投诉商家,退运保险,￥10.00,(含运费：￥0.00),交易关闭,订单详情,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/2/25,订单号: 127885054577658774,南极人悦然专卖店,南极人袜子男短袜棉袜四季运动加厚短筒防臭吸汗男士船袜冬季厚 [交易快照],颜色分类：细条纹男短尺码：【买1送1】【需拍2件，加入购物车自动减价】,￥89.00,￥29.80,1,申请售后,￥29.80,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,南极人袜子男短袜棉袜四季运动加厚短筒防臭吸汗男士船袜冬季厚 [交易快照],颜色分类：短款纯色男尺码：【买1送1】【需拍2件，加入购物车自动减价】,￥89.00,￥29.80,1,申请售后,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/2/22,订单号: 126536126744658774,朝晖家居专营店,学生创意床头时尚简约静音闹钟闹表台钟金属小闹铃带夜灯铃声很响 [交易快照],颜色分类：4寸黑壳欧花蝶鸟,￥133.52,￥24.70,1,申请售后,￥20.90,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/2/17,订单号: 125607674797658774,,《熊出没·变形记》高县义峰影城电影票,"座位号：4排7座,4排6座,4排5座",￥99.00,1,查看退款,￥99.00,(电影票),交易成功,订单详情,重发短信,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/2/17,订单号: 125535687829658774,,《熊出没·变形记》高县义峰影城电影票,"座位号：4排7座,4排6座,4排5座",￥99.00,1,￥99.00,(电影票),超时未付款，订单已关闭,订单详情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/2/6,订单号: 123902446541658774,悦馨数码店,包邮蓝牙耳机胶套耳帽耳塞 防掉胶套 皮套耳帽耳挂硅胶套 耳套塞 [交易快照],颜色分类：6个耳帽,￥4.80,1,查看退款,投诉卖家,￥4.80,(含运费：￥0.00),交易关闭,订单详情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/2/4,订单号: 123270877388658774,栋哈 宿舍生活原创品牌,栋哈宿舍亚麻免洗桌布田园棉麻桌布卧室电脑桌台布餐桌布桌 [交易快照],颜色分类：白格规格：65*150cm,￥30.00,￥19.90,1,投诉卖家,退运保险,￥19.90,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/1/31,订单号: 121399583617658774,南极人配饰特卖店,南极人皮手套男士冬季棉手套加绒加厚保暖骑行摩托车滑雪女士手套 [交易快照],尺码：均码颜色分类：男全皮面黑[升级加绒防水触屏],￥39.00,￥38.80,1,投诉卖家,￥28.80,(含运费：￥0.00),交易关闭,订单详情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/1/30,订单号: 121214446517658774,拼亿天下,手工制作3D金属模型成人立体拼图DIY拼插拼装创意益智玩具高难度 [交易快照],颜色分类：青色[黑珍珠海盗船银],￥9.50,1,申请售后,投诉卖家,￥9.50,(含运费：￥0.00),交易成功,订单详情,双方已评,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/1/26,订单号: 119281018233658774,南极人罗风专卖店,【年货价】南极人高领毛衣男冬季针织衫男士加绒加厚毛衫韩版潮流个性打底衫 [交易快照],颜色：8783黑色高领【加绒毛衣】尺码：L,￥188.00,￥99.00,1,查看退款,投诉商家,运费险已赔付,￥99.00,(含运费：￥0.00),交易关闭,订单详情,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/1/21,订单号: 117258520432658774,hero英雄云绅专卖店,HERO英雄签字笔商务高档签名笔金属宝珠笔黑色水性笔免费定制刻字 [交易快照],颜色分类：磨砂黑（不带包装盒）,￥45.00,￥25.00,1,申请售后,运费险已失效,￥15.00,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/1/20,订单号: 116658789772658774,恒霆服饰专营店,3件装】南极人长袖T恤男纯色修身衣服白色春季长袖体恤男士打底衫 [交易快照],颜色：黑/纯色-白/纯色-灰/纯色尺码：男175/L,￥159.00,￥89.90,1,申请售后,￥89.90,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/1/18,订单号: 116105257531658774,德拉玛旗舰店,冬季新款男鞋子男士休闲鞋板鞋韩版潮流百搭帆布潮鞋加绒保暖棉鞋 [交易快照],颜色分类：【主图款】黑色尺码：43,￥132.00,￥68.00,1,申请售后,运费险已失效,￥68.00,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/1/18,订单号: 115878149331658774,竹利健竹居专卖店,【三双装】仿羊毛鞋垫 加厚保暖棉绒毛一体 男女士式 冬季除防臭 [交易快照],颜色分类：三双仿羊毛棕色尺码：43,￥36.00,￥9.90,1,违规举报,￥9.90,(含运费：￥0.00),交易关闭,订单详情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/1/18,订单号: 115872801626658774,Debauchery帽饰店,冬季百搭日系复古男女MIKI HAT水兵帽纯色西瓜帽瓜皮帽无檐帽子潮 [交易快照],尺码：可调节颜色分类：黑色,￥98.00,￥48.00,1,查看退款,投诉卖家,运费险已赔付,￥45.00,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/1/16,订单号: 115111312988658774,finestate旗舰店,帽子男冬天潮韩版青年学生毛线帽保暖针织帽套头护耳棉帽户外防寒 [交易快照],尺码：均码有弹性颜色分类：1500黑色,￥85.00,￥25.00,1,申请售后,￥25.00,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/1/14,订单号: 114510321750658774,黛莎旗舰店,男帽子冬季时尚潮韩版个性百搭冬天学生青年包头保暖帽男士毛线帽 [交易快照],尺码：帽子（均码适合56-59cm头围佩戴）颜色分类：酒红,￥98.00,￥35.00,1,查看退款,申请售后,运费险已失效,￥35.00,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/1/14,订单号: 114459391436658774,finestate旗舰店,帽子男冬天潮韩版青年学生毛线帽保暖针织帽套头护耳棉帽户外防寒 [交易快照],尺码：均码有弹性颜色分类：1500藏青色,￥85.00,￥25.00,1,查看退款,投诉商家,￥25.00,(含运费：￥0.00),交易关闭,订单详情,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/1/13,订单号: 114098496750658774,charmingsmile旗舰,套头帽韩版潮男士帽子冬针织毛线帽羊毛护耳包头秋冬保暖帽子加厚 [交易快照],尺码：均码颜色分类：MX168黑色,￥138.00,￥39.00,1,违规举报,￥24.00,(含运费：￥0.00),交易关闭,订单详情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/1/11,订单号: 113532506262658774,恒彩鹿旗舰店,恒彩鹿三层加厚加绒驼绒裤大码男士保暖裤女士绒裤中老年羊毛棉裤 [交易快照],颜色分类：男士-深灰尺码：XXXXL,￥688.00,￥188.00,1,申请售后,运费险已失效,￥178.00,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/1/11,订单号: 113430643083658774,恒彩鹿旗舰店,恒彩鹿三层加厚加绒驼绒裤大码男士保暖裤女士绒裤中老年羊毛棉裤 [交易快照],颜色分类：男士-深灰尺码：XXXXL,￥688.00,￥188.00,1,违规举报,退运保险,￥188.00,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/1/6,订单号: 111539296502658774,波司登比弗专卖店,波司登男装秋冬季厚款羽绒服狐狸毛大毛领连帽羽绒外套商务羽绒服 [交易快照],颜色：黑色尺码：185/100A,￥2099.00,￥768.00,1,违规举报,退运保险,￥768.00,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/1/5,订单号: 111194590823658774,钰琅服饰旗舰店,钰琅三层加厚驼绒棉裤高腰加绒保暖裤男女大码羊毛裤棉裤冬季 [交易快照],颜色分类：石墨烯驼绒夹层男黑色尺码：XL,￥238.00,￥138.00,1,查看退款,投诉商家,运费险已赔付,￥138.00,(含运费：￥0.00),交易关闭,订单详情,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/1/5,订单号: 111193526956658774,群狼世家精品馆,男鞋冬季潮鞋2017新款英伦休闲皮鞋韩版潮流加绒保暖百搭黑色板鞋 [交易快照],颜色分类：1603黑色加绒尺码：43,￥398.00,￥138.00,1,查看退款,投诉卖家,运费险已赔付,￥138.00,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/12/31,订单号: 108886915228658774,sikajess西卡杰森旗舰店,冬季新款男鞋工装大头皮鞋韩版潮流马丁鞋学生英伦男士休闲棉鞋子 [交易快照],颜色分类：黑色88-3【加绒标准码】尺码：43,￥109.00,￥69.00,1,查看退款,投诉商家,退运保险,￥69.00,(含运费：￥0.00),交易关闭,订单详情,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/12/31,订单号: 108827499584658774,娜森酒店家居布艺,小学生桌布桌罩课桌套学校课桌布40×60蓝色桌套学生课桌桌套罩 [交易快照],颜色分类：浅咖啡色规格：60*40cm无裙摆有边条,￥7.00,1,申请售后,投诉卖家,￥7.00,(含运费：￥0.00),交易成功,订单详情,双方已评,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/12/31,订单号: 108829235052658774,娜森酒店家居布艺,小学生桌布桌罩课桌套学校课桌布40×60蓝色桌套学生课桌桌套罩 [交易快照],颜色分类：浅咖啡色规格：60*40cm无裙摆有边条,￥7.00,1,投诉卖家,￥7.00,(含运费：￥0.00),交易关闭,订单详情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/12/31,订单号: 108816327430658774,海澜之家官方旗舰店,HLA/海澜之家春季热卖男装修身纯色商务长袖衬衫 [交易快照],颜色：漂白(69)尺码：175/92A,￥138.00,1,查看退款,投诉商家,运费险已赔付,￥118.00,(含运费：￥0.00),交易关闭,订单详情,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/12/30,订单号: 108693404393658774,adidas官方旗舰店,adidas 阿迪达斯 跑步 男子 falcon elite 5 m 跑步鞋 [交易快照],颜色分类：1号黑色/石墨黑/亮白鞋码：43.5,￥599.00,￥240.00,1,违规举报,退运保险,￥240.00,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/12/27,订单号: 107663060523658774,丽美明天图书专营店,z书虫6级适合高三大学低年级学生六级(共8本)2张MP3光盘牛津英汉双语读物 高中生大学英语课外书外研社 书虫系列6 [交易快照],￥90.00,￥65.00,1,违规举报,退运保险,￥63.00,(含运费：￥0.00),交易关闭,订单详情,专业外教一对一陪练 真人自由培训 雅思托福英语口语网课在线课程 [交易快照],￥1.88,￥0.00,1,违规举报,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/12/27,订单号: 107584719387658774,悦悦图书专营店,书虫 远大前程（第5级 适合高二、高三阅读）牛津英汉双语读物 英语外语课外对照读物 英文小说中英文对照书籍 读世界名 [交易快照],￥7.00,1,申请售后,￥12.00,(含运费：￥5.00),交易成功,订单详情,双方已评,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/12/27,订单号: 107584719388658774,山东书虫图书专营店,书虫·牛津英汉双语读物 雾都孤儿 适合高三大学低年级 第6六级 黄金阅读季 英语品牌读物 [交易快照],￥8.00,1,申请售后,运费险已失效,￥13.00,(含运费：￥5.00),交易成功,订单详情,双方已评,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/12/16,订单号: 103026403690658774,杰威尔化妆品旗舰店,杰威尔男士面霜护肤保湿霜保湿补水乳液擦脸油护脸润肤霜露化妆品 [交易快照],化妆品净含量：50g,￥98.00,￥49.90,1,申请售后,￥49.90,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/12/16,订单号: 103033681899658774,快鹿靓丽拖鞋馆,快鹿条纹包跟棉拖鞋女男冬季情侣家居月子鞋软底防滑保暖加厚棉鞋 [交易快照],颜色分类：天蓝色[布面]尺码：250（适合37/38码脚）,￥23.80,1,申请售后,投诉卖家,运费险已失效,￥23.80,(含运费：￥0.00),交易成功,订单详情,双方已评,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/12/10,订单号: 95610986063658774 支,付宝收钱码官方旗舰店,支付宝扫码天天免费领红包二维码支付牌定制收钱收款码【升级版】 [交易快照],￥1.88,￥0.88,2,申请售后,运费险已失效,￥1.76,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/12/5,订单号: 95052246448658774 祥,旭制衣有限公司,羽绒服罩衣成人女长袖秋冬绒加厚拉链韩版修身外套护衣大人工作服 [交易快照],颜色分类：藏青黄花参考身高：XL/175码（120斤内）,￥36.00,￥19.60,1,申请售后,投诉卖家,￥19.60,(含运费：￥0.00),交易成功,订单详情,双方已评,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/12/5,订单号: 95050118936658774 罩,衣工厂,成人罩衣韩版外套修身羽绒服毛绒长袖厨房秋冬居家围裙工作服 [交易快照],颜色分类：黑底红爱心参考身高：115（XL码130斤）,￥68.00,￥24.00,1,申请售后,投诉卖家,￥24.00,(含运费：￥0.00),交易成功,订单详情,双方已评,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/12/4,订单号: 94915578503658774 g,usic旗舰店,GUSIC秋冬季2017潮弹韩版休闲裤哈伦运动薄款修身小脚裤男士裤子 [交易快照],颜色：秋冬(加绒)-黑色尺码：XL,￥368.90,￥149.90,1,违规举报,退运保险,￥49.90,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/12/4,订单号: 94798342709658774 宝,家丽家纺旗舰店,北欧棉麻方格子桌布布艺茶几布餐桌布艺田园小清新长方形台布盖巾 [交易快照],颜色分类：枯木条纹具体规格：100*140cm适合长形茶几,￥62.00,￥29.00,1,违规举报,退运保险,￥19.00,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/12/3,订单号: 94790362164658774 m,g晨光河边专卖店,晨光金属杆中性笔0.5水笔签字笔 细杆水性笔广告免费刻字定制LOGO [交易快照],颜色分类：笔+笔芯12支（笔的型号及颜色留言备注）,￥16.80,￥14.80,1,申请售后,￥14.80,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/12/3,订单号: 94756847663658774 傲,联创意礼品家居店,水晶沙漏计时器时间30/60分钟家居酒柜装饰品小摆件创意生日礼物 [交易快照],颜色分类：紫色60分钟,￥46.34,￥27.80,1,申请售后,投诉卖家,￥27.80,(含运费：￥0.00),交易成功,订单详情,双方已评,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/12/3,订单号: 94657391466658774 盛,华图书专营店,2018版五年高考三年模拟理综五三高考B版物理化学生物综合5年高考3年模拟理科53高考全国卷含2017真题新课标高三 [交易快照],￥61.00,￥46.00,1,申请售后,￥26.00,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/12/3,订单号: 94653776601658774 恒,迎立达图书专营店,包邮 2018版 五年高考三年模拟b版物理 B版 5年高考3年模拟高考物理化学生物政治历史地理文综理综 总复习资料 [交易快照],￥65.00,￥46.00,1,违规举报,￥26.00,(含运费：￥0.00),交易关闭,订单详情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/12/1,订单号: 94471580705658774 妃,笆莎旗舰店,秋冬新款韩版宽松马海毛刺绣加厚毛衣女套头长袖针织打底衫学生潮 [交易快照],颜色分类：藏青尺码：L,￥55.00,￥39.80,1,申请售后,￥39.80,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/12/1,订单号: 94444729337658774 萱,慕娇旗舰店,加绒毛衣女2017秋冬新款半高领套头修身加厚打底针织衫保暖上衣装 [交易快照],颜色分类：墨绿色尺码：XL,￥168.00,￥69.00,1,申请售后,￥69.00,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/12/1,订单号: 94442545011658774 u,hoo优和旗舰店,优和证件套防水双面透明工作证吊牌学生证公交卡饭卡卡套挂绳定制 [交易快照],颜色分类：6614透明+6734白色挂绳,￥5.00,￥3.00,1,申请售后,运费险已失效,￥3.00,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/12/1,订单号: 94398164287658774 杰,威尔化妆品旗舰店,杰威尔男士面霜护肤保湿霜保湿补水乳液擦脸油护脸润肤霜露化妆品 [交易快照],化妆品净含量：50g,￥98.00,￥45.00,1,违规举报,￥45.00,(含运费：￥0.00),交易关闭,订单详情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/11/30,订单号: 94337516143658774 斯,普丽家纺旗舰店,冬季加厚法兰绒毛毯双人珊瑚绒毯子单人午睡盖毯毛绒床单学生被子 [交易快照],颜色分类：棕色尺寸：120*200cm（A类已质检一等品）,￥138.00,￥33.00,1,违规举报,退运保险,￥23.00,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/11/30,订单号: 94332672662658774 大,角鹿旗舰店,男装男士卫衣套头 秋季黑色加绒韩版潮流学生圆领长袖t恤宽松外套 [交易快照],颜色：713215加绒黑色尺码：L,￥189.00,￥59.90,1,违规举报,退运保险,￥49.90,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/11/30,订单号: 94331051773658774 力,酷狼旗舰店,卫衣男连帽韩版潮流学生加绒加厚带帽外套运动修身帅气t恤套头衫 [交易快照],颜色：311黑色尺码：XL/175,￥198.00,￥89.00,1,违规举报,退运保险,￥39.00,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/11/29,订单号: 94219106572658774 本,初文化,本初创意文具小清新A7上翻页线圈本随身迷你笔记本记事本小本子 [交易快照],颜色分类：红色[最美小店一套四本],￥15.00,￥13.80,1,申请售后,投诉卖家,￥13.80,(含运费：￥0.00),交易成功,订单详情,双方已评,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/11/29,订单号: 94189536067658774 得,力高文具,文具批发B5/16K记事本软抄本简约日记本学生小清新随身笔记本本子 [交易快照],颜色分类：32K迷梦（1本随机发）[36张/72面],￥4.96,￥4.95,1,申请售后,投诉卖家,￥1.95,(含运费：￥0.00),交易成功,订单详情,双方已评,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
